"Id","Username","Password","Firstname","Lastname","Phone","Email","IsReviewer","IsAdmin"
"266","Sshagrat86","iNcur)inG1823","Sage","Shagrat","803-159-6724",,"1","1"
"267","Jmandos1219","merciFU@6886","Joshua","Mandos","937-336-5574",,"1","0"
"268","Barwen8466","RO(ertS2363","Billy","Arwen",,,"0","0"
"269","Maule12","flo$IN(5244","Mackenzie","Aule",,"maule@bizmail.com","1","1"
"270","Lmiriel76","Dil!$e3920","Liam","Miriel","917-837-4564",,"0","1"
"271","Idori4444","lI!rarIeS9684","Ivy","Dori",,,"1","0"
"272","Lskinbark678","^IelD7014","Leah","Skinbark","207-807-5627","lskinbark@mail2u.com","1","1"
"273","Ebrandybuck41","YeL!Ed2179","Edward","Brandybuck",,"edward.brandybuck42@bizmail.co.uk","0","0"
"274","Mvarda3694","ELu#Ed8969","Marishka","Varda","947-203-4631","mvarda91@hotmail.org","0","1"
"275","Wfangorn639","ACC#Pted9268","Willie","Fangorn","972-276-2731",,"0","0"
"276","Kgimli493","ComPUlsi)e5494","Kathryn","Gimli","678-360-2114","kgimli87@bizmail.org","1","1"
"277","Rfingolfin6886","TItl$S4675","Roger","Fingolfin",,"rfingolfin13@mail2u.us","1","1"
"278","Ctuor58","piTf)llS4083","Clarissa","Tuor","332-999-9083","ctuor1@somemail.net","0","1"
"279","Mgollum1889","^Lea5946","Maggie","Gollum","930-148-4560","mgollum@mail2u.us","0","1"
"280","Torome3692","pR(fUsEly8680","Timothy","Orome",,"torome47@somemail.us","1","1"
"281","Pfinarfin854","b@dG@1356","Patricia","Finarfin","586-582-1464","pfinarfin29@mail2u.biz","1","1"
"282","Bbolg3184","out#OuriNg4006","Billy","Bolg","938-683-8386",,"0","0"
"283","Dtheoden8794","mO$TERe)3090","Dorothy","Theoden","984-504-3270","dtheoden79@mailbox.co.uk","0","1"
"284","Jlegolas8584","%NtE#rUpt6568","Joy","Legolas",,,"1","0"
"285","Lbirchseed18","DauN%eD5548","Levi","Birchseed","816-542-5547","levi.birchseed@gmail.us","1","1"
"286","Salatariel47","$AR3749","Savannah","Alatariel",,"salatariel@gmail.co.uk","0","1"
"287","Jbeechbone685","spriN(fielD6291","Jackson","Beechbone","901-099-7475",,"0","1"
"288","Sshagrat9637","^%Nt4421","Samantha","Shagrat",,"sshagrat@bizmail.biz","1","1"
"289","Jsharku4343","iLLus%ratiO@s1399","Jerry","Sharku","586-538-7853","jsharku86@mail2u.us","0","0"
"290","Hcurufin718","preCond*Tion6186","Henry","Curufin","207-761-7403",,"1","1"
"291","Glegolas3291","c@nFirmabl*9828","Gloria","Legolas","251-186-7704","gloria.legolas20@hotmail.co.uk","0","1"
"292","Jcaranthir989","UnsP#ken4931","Jack","Caranthir",,"jcaranthir9@somemail.org","0","1"
"293","Dbeor42","TE^K7584","Dianna","Beor","913-950-6495","dbeor11@somemail.co.uk","0","1"
"294","Eangrod7141","#EAp%7408","Erik","Angrod","920-167-2378","eangrod59@everymail.com","0","1"
"295","Zshadowfax28","e(phEmiSm8321","Zelda","Shadowfax","325-118-5704","zshadowfax@mail2u.us","1","0"
"296","Dbutterbur533","prede$ErMiNe3267","Donald","Butterbur","918-599-6546","dbutterbur51@gmail.co.uk","0","0"
"297","Atuor896","a^gM#NT2203","Arthur","Tuor","731-847-4321","arthur.tuor65@gmail.co.uk","0","0"
"298","Hbergil272","AW%1133","Helen","Bergil","848-054-7836","helen.bergil@mailbox.net","1","0"
"299","Nelrohir2451","pro(Ised4094","Niki","Elrohir",,"nelrohir62@everymail.co.uk","0","1"
"300","Sshagrat58","matERiAll)9908","Sarah","Shagrat","731-181-2912","sshagrat3@mailbox.us","1","1"
"301","Sberen787","sym#osIUm9478","Susan","Beren","954-786-0698","sberen@yahoo.us","1","1"
"302","Jalatar97","cO@lECtors5125","Jack","Alatar","510-320-2919","jalatar30@yahoo.us","1","1"
"303","Abalin918","pr^EmPt8395","Alexis","Balin","210-855-3220","abalin@yahoo.org","0","1"
"304","Jturgon635","ACc%ss3441","Juan","Turgon","464-493-4687","juan.turgon@mailbox.org","0","1"
"305","Jgothmog97","RegulA(ity7019","Jordan","Gothmog",,"jgothmog50@hotmail.biz","1","0"
"306","Jhuan6574","an$oN$o7890","Judy","Huan","570-209-4718",,"0","0"
"307","Jsulimo818","ex%mPT$oN7170","Joshua","Sulimo","872-659-5598",,"0","1"
"308","Tsandyman483",")ic(le3100","Thomas","Sandyman","502-093-6684","tsandyman90@somemail.co.uk","0","1"
"309","Jmaggot26","fo%M%ng9666","Jacqueline","Maggot","667-227-5531","jmaggot84@somemail.co.uk","1","1"
"310","Aanarion18","h@N#Y7226","Alexa","Anarion",,"aanarion30@hotmail.co.uk","0","1"
"311","Loakenshield7872","^igoR6089","Louis","Oakenshield","605-041-4176","louis.oakenshield99@mail2u.com","0","1"
"312","Bbregalad15","S#zab)E5850","Betty","Bregalad","806-485-1908","bbregalad46@everymail.biz","1","0"
"313","Ehuan62",")iSTrEss)s1749","Eve","Huan","660-227-8053","ehuan81@bizmail.net","0","0"
"314","Tfeanor329","@o*NEr5317","Trinity","Feanor",,"tfeanor36@gmail.co.uk","0","0"
"315","Eecthelion62","C(nIC1258","Elizabeth","Ecthelion","757-708-7815",,"1","1"
"316","Tbirchseed39","Ty##3881","Toki","Birchseed","918-683-2522","tbirchseed@gmail.com","1","1"
"317","Mskinbark167","Ni@httIme1628","Matthew","Skinbark","219-943-9437","mskinbark80@mailbox.biz","1","1"
"318","Wmithrandir231","San#T$tion2265","Willie","Mithrandir","432-732-0997",,"0","0"
"319","Bhurin58","ciTAtio#S2419","Betty","Hurin","516-183-6547","bhurin@hotmail.net","1","0"
"320","Eecthelion2828","taCi)l$1394","Erik","Ecthelion","826-886-9575","eecthelion26@yahoo.co.uk","1","1"
"321","Tbaggins9666","inc((poRatiNg7469","Tina","Baggins","864-994-0377","tbaggins@gmail.biz","1","1"
"322","Athorondor947","br%N^5332","Ashley","Thorondor","516-718-9340","athorondor47@everymail.us","0","1"
"323","Limrahil719","d@COrUm9146","Lilly","Imrahil",,"limrahil57@yahoo.us","0","0"
"324","Aamros4627","BLeEd^4210","Austin","Amros",,"aamros11@mailbox.com","0","0"
"325","Rgwaihir1853","$!kerieS3502","Ralph","Gwaihir","585-179-7399","rgwaihir23@hotmail.net","0","1"
"326","Enumenor55","gE^z5370","Ethan","Numenor","404-637-9576","enumenor16@gmail.net","1","1"
"327","Wgorbag129","wh@LesOm)7082","Wendy","Gorbag","469-640-6628",,"0","0"
"328","Kvalaquenta2756","LAngu)shiNg8912","Kimberly","Valaquenta","986-120-9631",,"1","1"
"329","Abombadil5779","BroW@ies9442","Anthony","Bombadil",,"anthony.bombadil29@gmail.us","1","1"
"330","Aaldarion365","E@DeSt1799","Alice","Aldarion","810-627-4319","aaldarion47@everymail.net","1","0"
"331","Ebeechbone7824","toTAL*%1188","Emily","Beechbone","408-188-2198",,"1","0"
"332","Milluvatar13","*k)wINg5213","Marilyn","Illuvatar",,"milluvatar50@hotmail.org","1","1"
"333","Delmo2671","eVE^ts5367","Dennis","Elmo",,"dennis.elmo@mail2u.net","0","0"
"334","Lgamgee71","*n#Tance9123","Liam","Gamgee",,,"1","0"
"335","Ndenethor9664","onl*OkerS8447","Noah","Denethor",,"ndenethor71@yahoo.net","1","1"
"336","Spharazon68","conglomeRaT#@n7996","Scarlet","Pharazon","810-575-9999","spharazon18@mailbox.co.uk","1","1"
"337","Pcaranthir435","GenIUs#s8728","Peter","Caranthir",,,"1","1"
"338","Ehador3938","COnd!Ct#4196","Emma","Hador","678-197-4859","ehador74@everymail.co.uk","0","1"
"339","Gbaggins9698","Wi*!ing3485","Gabriel","Baggins","432-925-8860","gabriel.baggins@hotmail.us","0","1"
"340","Narwen1175","%)OPIan4000","Nicole","Arwen",,"nicole.arwen14@yahoo.biz","1","1"
"341","Jgamgee15","emot@onalISm7357","Joshua","Gamgee","206-499-6720","jgamgee@bizmail.us","0","0"
"342","Etreebeard6366","L^Gible5987","Evie","Treebeard","408-564-7309","etreebeard78@everymail.org","0","1"
"343","Sluthien78","p#culIaRIt)7750","Sandra","Luthien","859-878-4388","sluthien@bizmail.org","0","0"
"344","Qboffin22","OFfi$er9107","Quinn","Boffin",,"qboffin20@yahoo.org","1","0"
"345","Aelros445","fORbId*#n2078","Adrianna","Elros","826-410-3639","aelros83@mail2u.net","0","0"
"346","Aradagast4857","collabo@ating2840","Andrew","Radagast","562-002-7242",,"1","1"
"347","Hnessa18","Nowad^yS2868","Haley","Nessa","925-923-4814","haley.nessa49@somemail.us","1","1"
"348","Olindenroot1121","GrA(p@E2326","Ophelia","Lindenroot","228-898-2952",,"1","0"
"349","Jwillow187","sUm%!rized9632","Jordan","Willow","612-938-2926","jwillow91@gmail.us","1","0"
"350","Hgloin71","i'#8492","Heidi","Gloin",,"hgloin41@hotmail.biz","1","1"
"351","Qbifur31","!uC%7136","Quinn","Bifur",,"quinn.bifur80@bizmail.co.uk","1","0"
"352","Psulimo59","oveRb^rdEn3908","Patricia","Sulimo","380-015-6205",,"1","0"
"353","Eeomer3899","#utO$6483","Eve","Eomer","515-537-5081",,"1","0"
"354","Vsackville558","w^L@8899","Victoria","Sackville","838-045-7889","vsackville9@hotmail.us","0","1"
"355","Mvalaquenta253","Con^aine%4096","Melinda","Valaquenta",,"mvalaquenta38@gmail.org","0","1"
"356","Abolg5115","a^bIt)ArinEss5204","Amanda","Bolg","626-034-0148","abolg55@bizmail.co.uk","1","1"
"357","Dcurufinwe22","(orMs2974","David","Curufinwe","424-684-7245","dcurufinwe@hotmail.co.uk","1","1"
"358","Jlorien6664","f@cTor#es5531","Jason","Lorien","931-139-7086",,"1","0"
"359","Asnaga9363","d@uMS3519","Arthur","Snaga","720-572-9699","arthur.snaga28@gmail.net","0","1"
"360","Lbregalad24","sUm^O@iNg5116","Louis","Bregalad","609-944-9582","louis.bregalad41@everymail.us","1","0"
"361","Asharku6276","h#R*Ah8676","Andrew","Sharku","332-511-8048","asharku19@yahoo.us","1","1"
"362","Bsauruman865","Prohib)#ed6994","Brenda","Sauruman","508-070-0094","bsauruman60@mail2u.biz","1","1"
"363","Sfimbrethil2475","c*nNEctors4243","Sasha","Fimbrethil","636-053-7655","sfimbrethil7@gmail.com","0","0"
"364","Zbregalad557","Wa^cHdOg4784","Zelda","Bregalad",,"zbregalad@hotmail.co.uk","1","0"
"365","Tbregalad7973","^mb$ella9873","Teresa","Bregalad","832-250-4468","tbregalad@yahoo.net","1","1"
"366","Vcelegorm56","(agnIfYing1517","Valerie","Celegorm","915-325-0790","vcelegorm@bizmail.biz","1","1"
"367","Dcarcharoth4442","WrecK@%E4040","Danica","Carcharoth",,"danica.carcharoth15@gmail.biz","0","1"
"368","Hdori8664","B^oAd8205","Heidi","Dori",,"hdori48@bizmail.biz","0","1"
"369","Dgimli349","JUd$emen^2469","Debra","Gimli",,"dgimli63@somemail.net","1","0"
"370","Vbolger77","r*SS8491","Valerie","Bolger",,"vbolger13@gmail.biz","1","1"
"371","Mnumenor921","*acationiNg8400","Miranda","Numenor","918-292-6097","miranda.numenor85@gmail.net","0","0"
"372","Rproudfoot934","affirMat(veL%7718","Rebecca","Proudfoot","210-251-3655",,"0","1"
"373","Jcarcharoth8387","@O)ie5230","Janice","Carcharoth","857-885-1006",,"0","1"
"374","Ebeechbone582","DiV#RT4286","Emma","Beechbone","860-513-5782","ebeechbone13@somemail.org","0","1"
"375","Eamrod737","AWak$%9544","Ellen","Amrod","607-841-7470","eamrod8@gmail.us","0","0"
"376","Jstormcrow8539","#Ecr!tS3617","Joseph","Stormcrow","364-910-6620","joseph.stormcrow86@mailbox.biz","1","1"
"377","Tvarda78","com$ostiNG6740","Tyler","Varda",,"tvarda77@hotmail.org","1","0"
"378","Banarion21","or(ITAl5593","Billy","Anarion","651-345-2622",,"1","0"
"379","Msmaug892","re@iMEs3591","Maria","Smaug",,"msmaug@hotmail.co.uk","0","0"
"380","Eeru75","b(rG(R6757","Eileen","Eru","603-059-8131","eeru35@somemail.biz","1","1"
"381","Sdior4445","Fairne@S5440","Sarah","Dior","623-521-3921","sdior28@mailbox.us","1","1"
"382","Ayavanna9868","@NleASh^ng2073","Anthony","Yavanna","720-684-1378","anthony.yavanna4@bizmail.com","1","0"
"383","Jgaladriel62","Alp^Abeti^4516","Jackson","Galadriel",,"jgaladriel72@mail2u.co.uk","0","0"
"384","Ltuor1389","FaI^Ing2936","Leah","Tuor","681-387-9973","ltuor@mail2u.org","1","1"
"385","Bmanwe214","%(3455","Bobby","Manwe","308-593-6937","bmanwe27@everymail.us","1","0"
"386","Qbard5526","Bu(R6832","Quinn","Bard","956-667-2186","qbard92@gmail.org","1","1"
"387","Stinuviel79","PonTi^icatinG1290","Scarlet","Tinuviel","820-436-7073","scarlet.tinuviel40@mailbox.biz","0","1"
"388","Ewormtongue9967","anY@lacE2939","Emily","Wormtongue","414-880-6296","emily.wormtongue@mail2u.com","0","1"
"389","Asamwise27","RecIp^s5745","Andrew","Samwise","502-015-6537","asamwise16@hotmail.biz","1","1"
"390","Eungoliant1918","Conscie^Tiously4729","Evelyn","Ungoliant","316-303-5761","eungoliant@bizmail.org","1","0"
"391","Lvarda65","PU!7210","Lori","Varda",,"lvarda@mailbox.com","0","1"
"392","Aoakenshield95","adh%renTs5866","Angelique","Oakenshield","602-698-3539",,"1","0"
"393","Jbrandybuck4936","ch(colaTe1699","Jasmine","Brandybuck","732-727-1581","jbrandybuck@hotmail.net","1","1"
"394","Anori9275","s!EcTaCl!s1611","April","Nori",,"anori99@somemail.co.uk","1","1"
"395","Vgandalf4715","e(aborAtE*9399","Virginia","Gandalf","864-911-0830","virginia.gandalf43@somemail.us","0","0"
"396","Mmorgoth528","%erSona*iZing7142","Marie","Morgoth","760-803-8041","mmorgoth63@mail2u.co.uk","0","1"
"397","Tturgon813","affeCtIona!Ely2503","Tina","Turgon",,"tturgon@somemail.org","0","1"
"398","Abeor9742","rEbi)TH8107","Alexis","Beor",,"abeor12@hotmail.net","0","0"
"399","Ddraugin385","sECl@sIon1796","Delilah","Draugin","267-248-0687","ddraugin84@hotmail.co.uk","0","1"
"400","Jcurufin1681","Ce@^eD4129","Jerry","Curufin","470-562-7853",,"0","0"
"401","Acurufin88","Spro%t@1733","Angelique","Curufin","689-639-5849","acurufin37@everymail.org","0","1"
"402","Kcirdan9968","thuM#ing3264","Kylie","Cirdan","304-873-7209",,"1","0"
"403","Jbrandybuck474","Je@kS1512","Jacob","Brandybuck","810-549-7283","jbrandybuck53@everymail.co.uk","0","1"
"404","Mbolg7764","Dea)^s7900","Maria","Bolg","747-193-7691",,"1","1"
"405","Mamrod811","COngesT#!2293","Molly","Amrod","270-107-5640","mamrod77@yahoo.biz","0","0"
"406","Pquickbeam9248","Communa*7042","Pamela","Quickbeam","820-824-2032","pquickbeam46@mail2u.net","0","0"
"407","Kturin5541","sUrr!Y9324","Katrina","Turin","317-048-2130","kturin17@somemail.com","0","0"
"408","Rpollando8347","K!yW$rd5324","Rachel","Pollando","763-417-4287",,"0","0"
"409","Aungoliant98","regIo*alLy4132","Austin","Ungoliant","531-743-7275",,"0","1"
"410","Bpalantir5448","W#oleheartedLy6857","Barbara","Palantir","970-252-9455","bpalantir39@bizmail.biz","1","0"
"411","Gfimbrethil7526","t$anSfoRM8302","Gloria","Fimbrethil","313-675-9260","gfimbrethil80@gmail.org","1","0"
"412","Aceleborn397","$@cT7679","Adam","Celeborn",,"aceleborn4@everymail.com","1","1"
"413","Rsnaga2848","tOXi(9623","Raven","Snaga",,"rsnaga94@gmail.us","1","1"
"414","Wmithrandir4815","folLO^Ings3365","Willie","Mithrandir",,"wmithrandir46@mail2u.biz","1","1"
"415","Ltilion836","(rAudULent5213","Lydia","Tilion","929-184-6617","ltilion76@bizmail.us","1","0"
"416","Kberegond9772","$Usti*Ied9763","Karen","Beregond",,"kberegond23@hotmail.us","0","0"
"417","Jgil-galad728","@tabilizEr8313","Joyce","Gil-Galad","717-726-7668","jgil-galad@mail2u.net","0","1"
"418","Jbeor256","coLLe%ting8077","Joe","Beor","464-154-1592","jbeor91@everymail.us","0","0"
"419","Ailluvatar586","@ranS*osed3105","Alexander","Illuvatar","951-311-9537",,"0","1"
"420","Imiriel62","Mon*tonouS8645","Isabell","Miriel","978-330-3330","isabell.miriel49@mailbox.co.uk","1","1"
"421","Lbombur4748","aCquIRin!7008","Lilly","Bombur","801-369-0467","lbombur@mail2u.org","0","1"
"422","Animloth726","#Ood%N7548","Annabella","Nimloth","214-007-5885","animloth30@hotmail.com","0","0"
"423","Kdeagol3359","g@nTLE2241","Katrina","Deagol","630-610-3279","katrina.deagol7@everymail.us","1","0"
"424","Adeagol99","spec%ER3721","Anthony","Deagol","205-365-3154","anthony.deagol3@gmail.us","1","0"
"425","Lsmeagol547","LEt!I#G9563","Lida","Smeagol","662-147-3988","lsmeagol70@mail2u.biz","0","1"
"426","Sfangorn54","Re@ctIVated2236","Steven","Fangorn","878-954-7950",,"0","1"
"427","Anumenor36","Plot(i!G8284","Alexa","Numenor",,,"0","0"
"428","Vdurin574","qu*ntiFiablE5275","Virginia","Durin","248-989-8604","virginia.durin20@mail2u.us","1","1"
"429","Lmiriel71","Ind@XeR9502","Liv","Miriel","949-150-8834","lmiriel99@mailbox.co.uk","0","1"
"430","Ccelegorm55","uNb*l@Nced7709","Camilla","Celegorm","973-836-0478","ccelegorm18@somemail.org","0","0"
"431","Melentari987","%$smETics4944","Mason","Elentari","380-829-3639",,"0","1"
"432","Lwormtongue9764","@$M7892","Lauren","Wormtongue","575-550-2797","lwormtongue75@gmail.com","0","0"
"433","Jskinbark348","eXpuN%!3592","Jesse","Skinbark",,"jskinbark90@mailbox.net","0","1"
"434","Tfinrod296","all#waN!es7771","Trinity","Finrod","641-592-0585","tfinrod53@mailbox.biz","1","1"
"435","Ashagrat499","ma*Da!iN2643","Abigail","Shagrat","774-506-6475","ashagrat92@gmail.biz","1","0"
"436","Boakenshield359","StaT@c2822","Bryant","Oakenshield","316-359-1808",,"0","1"
"437","Nnob774","exteRNal!@1089","Norah","Nob","717-964-1848",,"1","1"
"438","Hfinarfin4198","eX)LainaBlE3064","Heidi","Finarfin","224-969-0711","hfinarfin91@hotmail.com","1","0"
"439","Kangrod597","fAv*ritiSm9994","Kelsey","Angrod","775-738-3755","kangrod92@bizmail.com","1","1"
"440","Zeomer555","ST$Rk2987","Zachary","Eomer","515-048-1684",,"1","0"
"441","Afingolfin218","iNtr@ns!gent3616","Albert","Fingolfin","458-865-4021",,"0","0"
"442","Dquickbeam7439","un!quEnE%s9897","Donna","Quickbeam","502-450-8140","dquickbeam15@yahoo.biz","0","0"
"443","Cbregolas549","riGh$EOus5303","Catherine","Bregolas","737-940-8094","cbregolas71@mailbox.com","0","0"
"444","Abirchseed9128","COnsoR!ia6094","Ana","Birchseed","331-909-5689",,"0","1"
"445","Aleaflock9292","coUnte^aNc!9412","Amanda","Leaflock",,"aleaflock42@somemail.net","1","1"
"446","Rsharku812","reConcili%tioN1860","Roy","Sharku","952-898-1259",,"0","0"
"447","Bnarvi999","acad(mICs8966","Bailey","Narvi","425-773-1541","bailey.narvi91@mail2u.net","0","1"
"448","Wnumenor463","d%$O5870","William","Numenor",,"wnumenor@bizmail.biz","1","0"
"449","Cbergil43","p$^chanT5175","Clarissa","Bergil","464-595-1611","clarissa.bergil66@somemail.us","0","1"
"450","Eori274","effecTi*eLy4458","Emily","Ori","610-075-3182","eori@bizmail.org","0","0"
"451","Egaladriel2621","profaN%4471","Erika","Galadriel",,,"1","1"
"452","Lbifur25","F^*d7807","Louis","Bifur","209-795-7512","lbifur60@somemail.biz","1","0"
"453","Abeorn6733","TranSfoR)ers8047","Ariel","Beorn","217-161-3377","abeorn5@gmail.com","0","1"
"454","Gmiriel621","apPeTi@e1449","George","Miriel","707-016-1428","gmiriel66@mailbox.org","0","0"
"455","Maule151","afTer)ardS3323","Michaela","Aule","915-490-2094","maule@yahoo.co.uk","1","1"
"456","Ncelebrian21","Ri(OsT)1514","Nadine","Celebrian","970-198-2563","ncelebrian14@yahoo.biz","0","0"
"457","Dgollum649","p(ErrE3204","Delilah","Gollum",,"dgollum@mailbox.net","1","1"
"458","Jelendil11","wHiSTl!3817","Jackson","Elendil",,,"1","1"
"459","Jluthien477","b%rKeL^y9419","Joan","Luthien","315-048-9499",,"1","0"
"460","Sbolger49","D^@ta1045","Sandra","Bolger","323-750-7191","sbolger73@mail2u.org","0","1"
"461","Elindenroot59","So#idly2809","Emma","Lindenroot",,"elindenroot@everymail.biz","1","1"
"462","Dpippin38","rel(E^5659","Daniel","Pippin","781-804-3488","daniel.pippin30@hotmail.net","0","0"
"463","Rthorin52","a$lAZe1073","Ryan","Thorin","945-620-7726","rthorin93@yahoo.us","1","1"
"464","Cbaranor89","aNa^yzEr8240","Cassandra","Baranor","326-570-2222","cbaranor@bizmail.com","1","0"
"465","Jmanwe912","^Es@3747","Jeremy","Manwe","571-105-0395","jmanwe10@bizmail.biz","1","0"
"466","Teol99","sA%cti@ns9848","Thomas","Eol","662-844-5417","teol9@gmail.co.uk","1","0"
"467","Wturin11","^rIParTIte2831","Walter","Turin","404-530-1768","walter.turin61@yahoo.org","0","0"
"468","Cdior952","@Liff8233","Cindy","Dior","253-712-2336",,"0","0"
"469","Jcotton99","Rip#f(6402","Judy","Cotton","415-535-1362","jcotton85@hotmail.com","0","1"
"470","Okili518","ArM!d9528","Oliver","Kili",,,"1","1"
"471","Hcarcharoth256","Di^Bursement3281","Henry","Carcharoth","931-898-8784","hcarcharoth89@hotmail.net","0","0"
"472","Hgaldor64","a!O)aTIoN3835","Helena","Galdor","640-526-2716","hgaldor7@gmail.org","1","0"
"473","Jgandalf33","preR(G!tive9587","Jason","Gandalf","826-682-8958","jgandalf23@gmail.net","1","1"
"474","Belwing875","rI%6364","Bruce","Elwing","314-307-5213","belwing@somemail.biz","0","1"
"475","Bdeagol95","aV$2817","Brandon","Deagol",,"bdeagol1@bizmail.biz","0","0"
"476","Tori1598","pAIN(e^7196","Thomas","Ori","463-655-0385","tori@everymail.co.uk","1","1"
"477","Jkhamul8949","#eLearn7781","Joseph","Khamul","724-833-4379",,"1","1"
"478","Tkili7144","clOn)%2399","Trinity","Kili","530-331-4929",,"0","1"
"479","Mthranduil48","AwA*E1021","Matthew","Thranduil","432-074-4188","mthranduil42@mailbox.co.uk","0","1"
"480","Ssmaug72","seNSAtI(n8330","Sharon","Smaug","808-347-0160","ssmaug11@gmail.org","0","1"
"481","Eelendil9915","heA)tH5827","Eleanor","Elendil","713-949-1355","eelendil30@mailbox.org","1","1"
"482","Loakenshield3699","%Raze)2465","Leah","Oakenshield","534-272-5933","loakenshield15@gmail.us","1","1"
"483","Jhalbarad78","tos#Es3333","Jose","Halbarad","469-443-7260","jhalbarad0@bizmail.us","0","1"
"484","Sbaggins633","prOportIoN%t%4093","Stephen","Baggins","850-785-4224","stephen.baggins57@mail2u.us","0","1"
"485","Nbombadil1262","%iP^9574","Niki","Bombadil",,,"0","0"
"486","Wgothmog279","c%@LeRs6240","Wayne","Gothmog","682-132-6993","wgothmog16@mailbox.org","1","0"
"487","Lbeor314","D@nCing9849","Levi","Beor","440-608-2498",,"1","1"
"488","Abolg34","Reint%rpr(T4844","Annabella","Bolg",,"abolg62@yahoo.us","0","1"
"489","Aluthien713","f%e#K9593","Annabelle","Luthien","757-249-5939","aluthien52@bizmail.us","0","0"
"490","Hgorbag73","C#op@r8628","Helena","Gorbag","680-078-9873","hgorbag22@mailbox.biz","1","1"
"491","Nhuor5426","t%uM)7280","Nathan","Huor",,"nhuor95@mail2u.co.uk","1","1"
"492","Jmorgoth22","))IdeD9474","Jacqueline","Morgoth",,"jmorgoth41@mailbox.biz","0","1"
"493","Emablung91","Sid@kic!5255","Evie","Mablung",,"emablung82@mailbox.net","1","0"
"494","Jfeanor389","PEr$)adEs1238","John","Feanor","458-752-9239","jfeanor90@mail2u.com","0","0"
"495","Aelendil273","*!5874","Alisa","Elendil","971-960-8122",,"0","1"
"496","Dbolg54","%Asoli!e2168","Dianna","Bolg","978-834-9118","dbolg@somemail.net","0","1"
"497","Cgildor5328","Mat(Hm%kIng4879","Carla","Gildor","541-106-0743",,"1","0"
"498","Rbregolas4275","ep)edrinE2067","Russell","Bregolas",,,"1","1"
"499","Vbofur96","des!iS$1213","Victoria","Bofur","972-233-3944","victoria.bofur40@somemail.net","0","0"
"500","Ggil-galad4698","oRi#iNs4243","Grace","Gil-Galad","572-827-2022","ggil-galad27@mail2u.com","1","1"
